Date,Rate
2023-08-13,163.913
2023-08-14,164.049
2023-08-15,163.813
2023-08-16,164.646
2023-08-17,163.643
2023-08-18,163.779
2023-08-19,163.818
2023-08-20,163.818
2023-08-21,163.92
2023-08-22,162.86
2023-08-23,164.203
2023-08-24,165.855
2023-08-25,164.379
2023-08-26,164.139
2023-08-27,164.139
2023-08-28,164.015
2023-08-29,164.51
2023-08-30,165.702
2023-08-31,165.167
2023-09-01,165.572
2023-09-02,164.712
2023-09-03,164.712
2023-09-04,164.892
2023-09-05,164.352
2023-09-06,163.18
2023-09-07,162.881
2023-09-08,163.347
2023-09-09,162.743
2023-09-10,162.743
2023-09-11,163.517
2023-09-12,164.207
2023-09-13,163.864
2023-09-14,164.003
2023-09-15,164.299
2023-09-16,164.113
2023-09-17,164.113
2023-09-18,164.091
2023-09-19,165.193
2023-09-20,165.048
2023-09-21,163.762
2023-09-22,164.742
2023-09-23,164.252
2023-09-24,164.252
2023-09-25,164.185
2023-09-26,163.928
2023-09-27,163.597
2023-09-28,163.205
2023-09-29,163.38
2023-09-30,162.722
2023-10-01,162.722
2023-10-02,162.537
2023-10-03,162.524
2023-10-04,163.555
2023-10-05,164.032
